,google_score
366,0.30000001192092896
367,0.4000000059604645
368,-0.10000000149011612
369,-0.10000000149011612
370,0.10000000149011612
371,0.0
372,0.5
373,0.0
374,0.10000000149011612
375,0.0
376,0.0
377,-0.10000000149011612
378,0.20000000298023224
379,-0.699999988079071
380,0.30000001192092896
381,0.10000000149011612
382,0.30000001192092896
383,0.10000000149011612
384,0.30000001192092896
385,0.30000001192092896
386,0.20000000298023224
387,0.20000000298023224
388,-0.30000001192092896
389,0.20000000298023224
390,0.6000000238418579
391,0.10000000149011612
392,0.0
393,0.0
394,0.0
395,0.20000000298023224
396,0.30000001192092896
397,0.30000001192092896
398,0.10000000149011612
399,0.30000001192092896
400,0.0
401,0.10000000149011612
402,0.0
403,0.10000000149011612
404,-0.20000000298023224
405,0.10000000149011612
406,0.20000000298023224
407,0.10000000149011612
408,0.10000000149011612
409,0.4000000059604645
410,0.0
411,0.0
412,0.0
413,0.30000001192092896
414,0.10000000149011612
415,0.0
416,0.20000000298023224
417,0.0
418,0.20000000298023224
419,0.4000000059604645
420,0.10000000149011612
421,0.30000001192092896
422,0.5
423,0.30000001192092896
424,0.8999999761581421
425,0.20000000298023224
426,0.10000000149011612
427,0.0
428,0.0
429,0.30000001192092896
430,0.0
431,0.10000000149011612
432,0.0
433,0.699999988079071
434,0.6000000238418579
435,0.10000000149011612
436,0.30000001192092896
437,0.20000000298023224
438,0.0
439,0.10000000149011612
440,0.10000000149011612
441,0.20000000298023224
442,0.30000001192092896
443,0.10000000149011612
444,0.4000000059604645
445,0.10000000149011612
446,0.4000000059604645
447,0.6000000238418579
448,0.0
449,0.30000001192092896
450,0.10000000149011612
451,0.20000000298023224
452,0.5
453,0.30000001192092896
454,0.10000000149011612
455,0.30000001192092896
456,0.6000000238418579
457,0.699999988079071
458,0.30000001192092896
459,0.10000000149011612
460,0.30000001192092896
461,0.5
462,0.0
463,0.10000000149011612
464,0.20000000298023224
465,0.20000000298023224
466,-0.10000000149011612
467,0.10000000149011612
468,0.20000000298023224
469,0.0
470,-0.20000000298023224
471,0.30000001192092896
472,0.4000000059604645
473,0.20000000298023224
474,0.10000000149011612
475,0.30000001192092896
476,0.10000000149011612
477,0.30000001192092896
478,0.30000001192092896
479,0.20000000298023224
480,0.0
481,0.0
482,0.30000001192092896
483,0.20000000298023224
484,0.30000001192092896
485,0.4000000059604645
486,-0.20000000298023224
487,0.10000000149011612
488,-0.10000000149011612
489,0.0
490,-0.20000000298023224
491,0.0
492,0.0
493,0.20000000298023224
494,0.0
495,0.10000000149011612
496,0.30000001192092896
497,0.20000000298023224
498,0.0
499,0.0
500,0.0
501,0.30000001192092896
502,0.10000000149011612
503,-0.20000000298023224
504,0.0
505,0.0
506,0.5
507,0.10000000149011612
508,0.0
509,0.0
510,0.20000000298023224
511,0.10000000149011612
512,0.30000001192092896
513,0.5
514,0.30000001192092896
515,0.4000000059604645
516,0.5
517,0.6000000238418579
518,0.5
519,0.4000000059604645
520,0.10000000149011612
521,0.4000000059604645
522,0.5
523,0.5
524,0.5
525,0.30000001192092896
526,0.30000001192092896
527,0.5
528,0.6000000238418579
529,0.5
530,0.0
531,0.699999988079071
532,-0.6000000238418579
533,0.0
534,0.699999988079071
535,0.0
536,-0.10000000149011612
537,0.4000000059604645
538,0.6000000238418579
539,0.0
540,0.4000000059604645
541,0.6000000238418579
542,0.10000000149011612
543,0.0
544,0.10000000149011612
545,-0.10000000149011612
546,0.20000000298023224
547,0.20000000298023224
548,0.30000001192092896
549,0.0
550,0.0
551,0.10000000149011612
552,0.6000000238418579
553,0.30000001192092896
554,0.20000000298023224
555,0.4000000059604645
556,0.0
557,0.30000001192092896
558,0.0
559,0.5
560,0.30000001192092896
561,0.0
562,0.4000000059604645
563,0.0
564,0.10000000149011612
565,0.20000000298023224
566,0.30000001192092896
567,0.20000000298023224
568,0.6000000238418579
569,0.20000000298023224
570,0.0
571,0.10000000149011612
572,0.30000001192092896
573,0.6000000238418579
574,0.10000000149011612
575,0.30000001192092896
576,0.30000001192092896
577,0.4000000059604645
578,0.0
579,0.10000000149011612
580,0.20000000298023224
581,0.20000000298023224
582,0.20000000298023224
583,0.10000000149011612
584,0.6000000238418579
585,0.30000001192092896
586,-0.10000000149011612
587,0.0
588,0.30000001192092896
589,0.30000001192092896
590,0.30000001192092896
591,0.4000000059604645
592,0.5
593,0.0
594,0.10000000149011612
595,0.30000001192092896
596,0.30000001192092896
597,0.30000001192092896
598,0.30000001192092896
599,0.0
600,0.5
601,0.20000000298023224
602,0.30000001192092896
603,0.30000001192092896
604,0.20000000298023224
605,0.0
606,0.10000000149011612
607,0.0
608,-0.10000000149011612
609,0.0
610,0.20000000298023224
611,0.5
612,0.4000000059604645
613,0.0
614,0.30000001192092896
615,0.10000000149011612
616,0.20000000298023224
617,0.30000001192092896
618,0.4000000059604645
619,0.0
620,0.0
621,0.20000000298023224
